年份,地区,国家,对外直接投资:截至累计
2019,拉丁美洲,秘鲁,1398.94
2019,拉丁美洲,墨西哥,1161.07978795
2019,拉丁美洲,尼加拉瓜,6.17
2019,拉丁美洲,圣卢西亚,4.15
2019,拉丁美洲,圣文森特和格林纳丁斯,43.21
2019,拉丁美洲,苏里南,132.69
2019,拉丁美洲,特立尼达和多巴哥,660.46
2019,拉丁美洲,委内瑞拉,3431.3
2019,拉丁美洲,乌拉圭,229.37
2019,拉丁美洲,牙买加,921.65
2019,拉丁美洲,英属安圭拉,22.65
2019,拉丁美洲,英属维尔京群岛,141878.8351016
2019,拉丁美洲,智利,1171.89
2019,欧洲,阿尔巴尼亚,7.11
2019,欧洲,阿塞拜疆,7.8
2019,欧洲,爱尔兰,1074.01
2019,欧洲,爱沙尼亚,63.33
2019,欧洲,奥地利,492.18
2019,欧洲,白俄罗斯,651.8
2019,欧洲,保加利亚,156.81
2019,欧洲,比利时,470.95
2019,欧洲,冰岛,14.73
2019,欧洲,波兰,555.59
2019,欧洲,波斯尼亚—黑塞哥维那,16.7
2019,欧洲,丹麦,294.85
2019,欧洲,德国,14233.99467937
2019,欧洲,俄罗斯,12803.97086415
2019,欧洲,法国,5954.34017903
2019,欧洲,芬兰,340.38
2019,欧洲,格鲁吉亚,670.92
2019,欧洲,荷兰,23854.82
2019,欧洲,黑山,85.09
2019,欧洲,捷克,287.49
2019,欧洲,克罗地亚,98.4
2019,欧洲,拉脱维亚,11.63
2019,欧洲,立陶宛,9.81
2019,欧洲,列支敦士登,4.34
2019,欧洲,卢森堡,13902.21
2019,欧洲,罗马尼亚,428.27
2019,欧洲,马耳他,229.32
2019,欧洲,马其顿,21.09
2019,欧洲,摩尔多瓦,3.87
2019,欧洲,挪威,1246.93
2019,欧洲,葡萄牙,58.57
2019,欧洲,瑞典,8578.69
2019,欧洲,瑞士,5662.84
2019,欧洲,塞尔维亚,164.73
2019,欧洲,斯洛伐克,82.74
2019,欧洲,斯洛文尼亚,189.6
2019,欧洲,乌克兰,158.03
2019,欧洲,西班牙,1110.57
2019,欧洲,希腊,231.02
2019,欧洲,匈牙利,427.36
2019,欧洲,亚美尼亚,12.89
2019,欧洲,意大利,2570.17
2019,欧洲,英国,17143.89945203
2019,亚洲,阿富汗,418.94
2019,亚洲,阿拉伯联合酋长国,7635.67
2019,亚洲,阿曼,116.34
2019,亚洲,澳门特别行政区 (中国),9851.6841299
2019,亚洲,巴基斯坦,4797.98
2019,亚洲,巴林,70.74
2019,亚洲,朝鲜,462.28
2019,亚洲,东帝汶,80.85
2019,亚洲,菲律宾,664.09
2019,亚洲,哈萨克斯坦,7254.13
2019,亚洲,韩国,6673.40137456
2019,亚洲,吉尔吉斯,1550.03
2019,亚洲,柬埔寨,6463.7
2019,亚洲,卡塔尔,458.92
2019,亚洲,科威特,834.51
2019,亚洲,老挝,8249.59
2019,亚洲,黎巴嫩,2.22
2019,亚洲,马尔代夫,82.47
2019,亚洲,马来西亚,7923.69
2019,亚洲,蒙古,3430.54
2019,亚洲,孟加拉国,1248.3
2019,亚洲,缅甸,4134.45
2019,亚洲,尼泊尔,538.66
2019,亚洲,日本,4098.05230603
2019,亚洲,塞浦路斯,1061.47
2019,亚洲,沙特阿拉伯,2527.73
2019,亚洲,斯里兰卡,551.47
2019,亚洲,塔吉克,1946.08
2019,亚洲,台湾省,1254.4
2019,亚洲,泰国,7185.84777007
2019,亚洲,土耳其,1867.86
2019,亚洲,土库曼,226.56
2019,亚洲,文莱,426.96
2019,亚洲,乌兹别克,3246.21
2019,亚洲,香港特别行政区 (中国),1275355.17883809
2019,亚洲,新加坡,52636.55716304
2019,亚洲,叙利亚,13.57
2019,亚洲,也门共和国,544.19
2019,亚洲,伊拉克,1377.52
2019,亚洲,伊朗,3055.62
2019,亚洲,以色列,3775.02
2019,亚洲,印度,3610.09124725
2019,亚洲,印度尼西亚,15132.54604628
2019,亚洲,约旦,311.73
2019,亚洲,越南,7073.71031958
