年份,地区,国家,对外直接投资:截至累计
2008,拉丁美洲,墨西哥,173.08
2008,拉丁美洲,圣文森特和格林纳丁斯,32.49
2008,拉丁美洲,苏里南,67.7
2008,拉丁美洲,特立尼达和多巴哥,0.8
2008,拉丁美洲,委内瑞拉,155.96
2008,拉丁美洲,乌拉圭,2.11
2008,拉丁美洲,牙买加,2.16
2008,拉丁美洲,英属维尔京群岛,10477.33
2008,拉丁美洲,智利,58.09
2008,欧洲,阿尔巴尼亚,0.51
2008,欧洲,阿塞拜疆,9.53
2008,欧洲,爱尔兰,107.77
2008,欧洲,爱沙尼亚,1.26
2008,欧洲,奥地利,4.04
2008,欧洲,白俄罗斯,2.39
2008,欧洲,保加利亚,4.74
2008,欧洲,比利时,33.3
2008,欧洲,冰岛,0.05
2008,欧洲,波兰,109.93
2008,欧洲,波斯尼亚—黑塞哥维那,3.51
2008,欧洲,丹麦,38.08
2008,欧洲,德国,845.5
2008,欧洲,俄罗斯,1838.28
2008,欧洲,法国,167.13
2008,欧洲,芬兰,3.59
2008,欧洲,格鲁吉亚,65.86
2008,欧洲,荷兰,234.42
2008,欧洲,黑山,0.32
2008,欧洲,捷克,32.43
2008,欧洲,克罗地亚,7.84
2008,欧洲,拉脱维亚,0.57
2008,欧洲,立陶宛,3.93
2008,欧洲,列支敦士登,0.28
2008,欧洲,卢森堡,122.83
2008,欧洲,罗马尼亚,85.66
2008,欧洲,马耳他,4.81
2008,欧洲,马其顿,0.2
2008,欧洲,摩尔多瓦,0.78
2008,欧洲,挪威,3.85
2008,欧洲,葡萄牙,1.71
2008,欧洲,瑞典,157.59
2008,欧洲,瑞士,8.91
2008,欧洲,塞尔维亚,2
2008,欧洲,斯洛伐克,5.1
2008,欧洲,斯洛文尼亚,1.4
2008,欧洲,乌克兰,15.92
2008,欧洲,西班牙,145.01
2008,欧洲,希腊,1.68
2008,欧洲,匈牙利,88.75
2008,欧洲,亚美尼亚,1.25
2008,欧洲,意大利,133.6
2008,欧洲,英国,837.66
2008,亚洲,阿富汗,114.69
2008,亚洲,阿拉伯联合酋长国,375.99
2008,亚洲,阿曼,14.22
2008,亚洲,澳门特别行政区 (中国),1560.78
2008,亚洲,巴基斯坦,1327.99
2008,亚洲,巴林,0.87
2008,亚洲,朝鲜,118.63
2008,亚洲,东帝汶,0.45
2008,亚洲,菲律宾,86.73
2008,亚洲,哈萨克斯坦,1402.3
2008,亚洲,韩国,850.34
2008,亚洲,吉尔吉斯,146.81
2008,亚洲,柬埔寨,390.66
2008,亚洲,卡塔尔,49.79
2008,亚洲,科威特,2.96
2008,亚洲,老挝,305.19
2008,亚洲,黎巴嫩,0.44
2008,亚洲,马来西亚,361.2
2008,亚洲,蒙古,895.56
2008,亚洲,孟加拉国,48.14
2008,亚洲,缅甸,499.71
2008,亚洲,尼泊尔,8.67
2008,亚洲,日本,509.69
2008,亚洲,塞浦路斯,1.36
2008,亚洲,沙特阿拉伯,620.68
2008,亚洲,斯里兰卡,16.78
2008,亚洲,塔吉克,227.17
2008,亚洲,台湾省,0.09
2008,亚洲,泰国,437.16
2008,亚洲,土耳其,22.36
2008,亚洲,土库曼,88.13
2008,亚洲,文莱,6.51
2008,亚洲,乌兹别克,77.64
2008,亚洲,香港特别行政区 (中国),115845.28
2008,亚洲,新加坡,3334.77
2008,亚洲,叙利亚,4.38
2008,亚洲,也门共和国,140.54
2008,亚洲,伊拉克,20.79
2008,亚洲,伊朗,94.27
2008,亚洲,以色列,9.87
2008,亚洲,印度,222.02
2008,亚洲,印度尼西亚,543.33
2008,亚洲,约旦,10.32
2008,亚洲,越南,521.73
2009,北美洲,百慕大群岛,175.94
2009,北美洲,加拿大,1670.34
2009,北美洲,美国,3338.42
2009,大洋洲,澳大利亚,5863.1
2009,大洋洲,巴布亚新几内亚,315.11
2009,大洋洲,斐济,33
2009,大洋洲,马绍尔群岛共和国,80.86
2009,大洋洲,密克罗尼西亚联邦,7.25
2009,大洋洲,帕劳共和国,8.52
2009,大洋洲,萨摩亚,2.4
2009,大洋洲,汤加,7.11
2009,大洋洲,瓦努阿图,7.75
2009,大洋洲,新西兰,93.85
2009,非洲,阿尔及利亚,751.26
2009,非洲,埃及,285.07
2009,非洲,埃塞俄比亚,283.44
2009,非洲,安哥拉,195.54
2009,非洲,贝宁,54.01
2009,非洲,博茨瓦纳,119.25
2009,非洲,布隆迪,4.64
2009,非洲,赤道几内亚,61.5
2009,非洲,多哥,33.02
2009,非洲,厄立特里亚,9.6
2009,非洲,佛得角,5.04
2009,非洲,冈比亚,1.19
2009,非洲,刚果,115.17
2009,非洲,吉布提,7.03
2009,非洲,几内亚,129.32
2009,非洲,几内亚比绍,27
2009,非洲,加纳,185.04
2009,非洲,加蓬,100.05
2009,非洲,津巴布韦,99.75
2009,非洲,喀麦隆,25.05
2009,非洲,科摩罗,4.05
2009,非洲,科特迪瓦共和国,37.65
2009,非洲,肯尼亚,120.36
2009,非洲,莱索托,8.32
2009,非洲,利比里亚,56.39
2009,非洲,利比亚,42.69
2009,非洲,卢旺达,28.8
2009,非洲,马达加斯加,196.22
2009,非洲,马拉维,14.54
2009,非洲,马里,44.72
2009,非洲,毛里求斯,242.84
2009,非洲,毛里塔尼亚,31.29
2009,非洲,民主刚果,397.43
2009,非洲,摩洛哥,48.78
2009,非洲,莫桑比克,74.96
2009,非洲,纳米比亚,46.18
2009,非洲,南非,2306.86
2009,非洲,尼日尔,184.2
2009,非洲,尼日利亚,1025.96
2009,非洲,塞拉利昂,51.23
2009,非洲,塞内加尔,26.07
2009,非洲,塞舌尔,7
2009,非洲,苏丹,563.89
2009,非洲,坦桑尼亚,281.79
2009,非洲,突尼斯,2.27
2009,非洲,乌干达,58.56
2009,非洲,赞比亚,843.97
2009,非洲,乍得,76.57
2009,非洲,中非,16.71
2009,拉丁美洲,阿根廷,169.05
2009,拉丁美洲,安提瓜和巴布达,1.25
2009,拉丁美洲,巴巴多斯,6
2009,拉丁美洲,巴哈马,1.6
2009,拉丁美洲,巴拉圭,11.25
2009,拉丁美洲,巴拿马,81.09
2009,拉丁美洲,巴西,360.89
2009,拉丁美洲,玻利维亚,55.65
2009,拉丁美洲,伯利兹,0.08
2009,拉丁美洲,多米尼加共和国,0.12
2009,拉丁美洲,多米尼克,0.7
2009,拉丁美洲,厄瓜多尔,106.6
2009,拉丁美洲,哥伦比亚,20.5
2009,拉丁美洲,哥斯达黎加,2
2009,拉丁美洲,格林纳达,7.65
2009,拉丁美洲,古巴,85.32
2009,拉丁美洲,圭亚那,149.61
2009,拉丁美洲,开曼群岛,13577.07
2009,拉丁美洲,秘鲁,284.54
2009,拉丁美洲,墨西哥,173.9
2009,拉丁美洲,圣文森特和格林纳丁斯,23.03
2009,拉丁美洲,苏里南,68.8
2009,拉丁美洲,特立尼达和多巴哥,0.8
2009,拉丁美洲,委内瑞拉,271.96
2009,拉丁美洲,乌拉圭,7.15
2009,拉丁美洲,牙买加,2.16
2009,拉丁美洲,英属维尔京群岛,15060.69
2009,拉丁美洲,智利,66.02
2009,欧洲,阿尔巴尼亚,4.35
2009,欧洲,阿塞拜疆,12
2009,欧洲,爱尔兰,106.82
2009,欧洲,爱沙尼亚,7.5
2009,欧洲,奥地利,1.55
2009,欧洲,白俄罗斯,4.49
2009,欧洲,保加利亚,2.31
2009,欧洲,比利时,56.91
2009,欧洲,冰岛,0.05
2009,欧洲,波兰,120.3
2009,欧洲,波斯尼亚—黑塞哥维那,5.92
2009,欧洲,丹麦,40.79
2009,欧洲,德国,1082.24
2009,欧洲,俄罗斯,2220.37
2009,欧洲,法国,221.03
2009,欧洲,芬兰,9.04
2009,欧洲,格鲁吉亚,75.33
2009,欧洲,荷兰,335.87
2009,欧洲,黑山,0.32
2009,欧洲,捷克,49.34
2009,欧洲,克罗地亚,8.1
2009,欧洲,拉脱维亚,0.54
2009,欧洲,立陶宛,3.93
2009,欧洲,列支敦士登,0.36
2009,欧洲,卢森堡,2484.38
2009,欧洲,罗马尼亚,93.34
2009,欧洲,马耳他,5.03
2009,欧洲,马其顿,0.2
2009,欧洲,摩尔多瓦,0.78
2009,欧洲,挪威,12.95
2009,欧洲,葡萄牙,5.02
2009,欧洲,瑞典,111.89
2009,欧洲,瑞士,30.3
2009,欧洲,塞尔维亚,2.68
2009,欧洲,斯洛伐克,9.36
2009,欧洲,斯洛文尼亚,5
2009,欧洲,乌克兰,20.79
2009,欧洲,西班牙,205.23
2009,欧洲,希腊,1.68
2009,欧洲,匈牙利,97.41
2009,欧洲,亚美尼亚,1.32
2009,欧洲,意大利,191.68
2009,欧洲,英国,1028.28
2009,亚洲,阿富汗,181.32
2009,亚洲,阿拉伯联合酋长国,440.29
2009,亚洲,阿曼,7.97
2009,亚洲,澳门特别行政区 (中国),1837.23
2009,亚洲,巴基斯坦,1458.09
2009,亚洲,巴林,0.87
2009,亚洲,朝鲜,261.52
2009,亚洲,东帝汶,7.45
2009,亚洲,菲律宾,142.59
2009,亚洲,哈萨克斯坦,1516.21
2009,亚洲,韩国,1217.8
2009,亚洲,吉尔吉斯,283.72
2009,亚洲,柬埔寨,633.26
2009,亚洲,卡塔尔,36.28
2009,亚洲,科威特,5.88
2009,亚洲,老挝,535.67
2009,亚洲,黎巴嫩,1.57
2009,亚洲,马来西亚,479.89
2009,亚洲,蒙古,1241.66
2009,亚洲,孟加拉国,60.3
2009,亚洲,缅甸,929.88
2009,亚洲,尼泊尔,14.13
2009,亚洲,日本,692.86
2009,亚洲,塞浦路斯,1.36
2009,亚洲,沙特阿拉伯,710.89
2009,亚洲,斯里兰卡,15.81
2009,亚洲,塔吉克,162.79
2009,亚洲,台湾省,0.13
2009,亚洲,泰国,447.88
2009,亚洲,土耳其,386.17
2009,亚洲,土库曼,207.97
2009,亚洲,文莱,17.37
2009,亚洲,乌兹别克,85.22
2009,亚洲,香港特别行政区 (中国),164498.94
2009,亚洲,新加坡,4857.32
2009,亚洲,叙利亚,8.49
2009,亚洲,也门共和国,149.3
2009,亚洲,伊拉克,22.58
2009,亚洲,伊朗,217.8
2009,亚洲,以色列,11.37
2009,亚洲,印度,221.27
2009,亚洲,印度尼西亚,799.06
2009,亚洲,约旦,10.54
2009,亚洲,越南,728.5
2010,北美洲,百慕大群岛,352.67
2010,北美洲,加拿大,2602.6
2010,北美洲,美国,4873.99
2010,大洋洲,澳大利亚,7867.75
2010,大洋洲,巴布亚新几内亚,323.26
2010,大洋洲,斐济,39.43
2010,大洋洲,马绍尔群岛共和国,73.52
2010,大洋洲,密克罗尼西亚联邦,7.25
2010,大洋洲,帕劳共和国,9.02
2010,大洋洲,其他国家地区,6.67
2010,大洋洲,萨摩亚,101.33
2010,大洋洲,汤加,7.11
2010,大洋洲,瓦努阿图,12.84
2010,大洋洲,新西兰,159.11
2010,非洲,阿尔及利亚,937.26
2010,非洲,埃及,336.72
2010,非洲,埃塞俄比亚,368.06
2010,非洲,安哥拉,351.77
2010,非洲,贝宁,39.33
2010,非洲,博茨瓦纳,178.52
2010,非洲,布隆迪,6.51
2010,非洲,赤道几内亚,86.25
2010,非洲,多哥,58.11
2010,非洲,厄立特里亚,12.54
2010,非洲,佛得角,4.58
2010,非洲,冈比亚,1.19
2010,非洲,刚果,135.88
2010,非洲,吉布提,12.47
2010,非洲,几内亚,136.41
2010,非洲,几内亚比绍,27
2010,非洲,加纳,202
2010,非洲,加蓬,125.34
2010,非洲,津巴布韦,134.54
2010,非洲,喀麦隆,59.61
2010,非洲,科摩罗,4.04
2010,非洲,科特迪瓦共和国,32.99
2010,非洲,肯尼亚,221.58
2010,非洲,莱索托,8.88
2010,非洲,利比里亚,81.67
2010,非洲,利比亚,32.19
2010,非洲,卢旺达,41.63
2010,非洲,马达加斯加,229.87
2010,非洲,马拉维,32.4
2010,非洲,马里,47.77
2010,非洲,毛里求斯,283.29
2010,非洲,毛里塔尼亚,45.88
2010,非洲,民主刚果,630.92
2010,非洲,摩洛哥,55.85
2010,非洲,莫桑比克,75.24
2010,非洲,纳米比亚,47.11
2010,非洲,南非,4152.98
2010,非洲,尼日尔,379.36
2010,非洲,尼日利亚,1210.85
2010,非洲,塞拉利昂,41.48
2010,非洲,塞内加尔,45.03
2010,非洲,塞舌尔,19.36
2010,非洲,圣多美和普林西比,0.31
2010,非洲,苏丹,613.36
2010,非洲,坦桑尼亚,307.51
2010,非洲,突尼斯,2.53
2010,非洲,乌干达,113.68
2010,非洲,赞比亚,943.73
2010,非洲,乍得,80
2010,非洲,中非,46.54
2010,拉丁美洲,阿根廷,218.99
2010,拉丁美洲,安提瓜和巴布达,1.25
2010,拉丁美洲,巴巴多斯,3.88
2010,拉丁美洲,巴哈马,1.6
2010,拉丁美洲,巴拉圭,39.07
2010,拉丁美洲,巴拿马,236.58
2010,拉丁美洲,巴西,923.65
2010,拉丁美洲,玻利维亚,64.85
2010,拉丁美洲,多米尼加共和国,0.12
2010,拉丁美洲,多米尼克,4.15
2010,拉丁美洲,厄瓜多尔,129.58
2010,拉丁美洲,哥伦比亚,22.97
2010,拉丁美洲,哥斯达黎加,2.08
2010,拉丁美洲,格林纳达,14.52
2010,拉丁美洲,古巴,68.98
2010,拉丁美洲,圭亚那,183.17
2010,拉丁美洲,开曼群岛,17256.27
2010,拉丁美洲,秘鲁,654.49
2010,拉丁美洲,墨西哥,152.87
2010,拉丁美洲,圣文森特和格林纳丁斯,36.19
2010,拉丁美洲,苏里南,78.84
2010,拉丁美洲,特立尼达和多巴哥,0.8
2010,拉丁美洲,委内瑞拉,416.52
2010,拉丁美洲,乌拉圭,7.51
2010,拉丁美洲,牙买加,4.37
2010,拉丁美洲,英属维尔京群岛,23242.76
2010,拉丁美洲,智利,109.58
2010,欧洲,阿尔巴尼亚,4.43
2010,欧洲,阿塞拜疆,12.38
2010,欧洲,爱尔兰,139.91
2010,欧洲,爱沙尼亚,7.5
2010,欧洲,奥地利,2.01
2010,欧洲,白俄罗斯,23.71
2010,欧洲,保加利亚,18.6
2010,欧洲,比利时,101.01
2010,欧洲,波兰,140.31
2010,欧洲,波斯尼亚—黑塞哥维那,5.98
2010,欧洲,丹麦,42.47
2010,欧洲,德国,1502.29
2010,欧洲,俄罗斯,2787.56
2010,欧洲,法国,243.62
2010,欧洲,芬兰,27.25
2010,欧洲,格鲁吉亚,130.17
2010,欧洲,荷兰,486.71
2010,欧洲,黑山,0.32
2010,欧洲,捷克,52.33
2010,欧洲,克罗地亚,8.13
2010,欧洲,拉脱维亚,0.54
2010,欧洲,立陶宛,3.93
2010,欧洲,列支敦士登,3.91
2010,欧洲,卢森堡,5786.75
2010,欧洲,罗马尼亚,124.95
2010,欧洲,马耳他,2.66
2010,欧洲,马其顿,0.2
2010,欧洲,摩尔多瓦,0.78
2010,欧洲,挪威,147.76
2010,欧洲,葡萄牙,21.37
2010,欧洲,瑞典,1479.12
2010,欧洲,瑞士,58.54
2010,欧洲,塞尔维亚,4.84
2010,欧洲,斯洛伐克,9.82
2010,欧洲,斯洛文尼亚,5
2010,欧洲,乌克兰,22.29
2010,欧洲,西班牙,247.76
2010,欧洲,希腊,4.23
2010,欧洲,匈牙利,465.7
2010,欧洲,亚美尼亚,1.32
2010,欧洲,意大利,223.8
2010,欧洲,英国,1358.35
2010,亚洲,阿富汗,168.59
2010,亚洲,阿拉伯联合酋长国,764.29
2010,亚洲,阿曼,21.11
2010,亚洲,澳门特别行政区 (中国),2229.29
2010,亚洲,巴基斯坦,1828.01
2010,亚洲,巴林,0.87
2010,亚洲,朝鲜,240.1
2010,亚洲,东帝汶,7.45
2010,亚洲,菲律宾,387.34
2010,亚洲,哈萨克斯坦,1590.54
2010,亚洲,韩国,637.25
2010,亚洲,吉尔吉斯,394.32
2010,亚洲,柬埔寨,1129.77
2010,亚洲,卡塔尔,77.05
2010,亚洲,科威特,50.87
2010,亚洲,老挝,845.75
2010,亚洲,黎巴嫩,2.01
2010,亚洲,马来西亚,708.8
2010,亚洲,蒙古,1435.52
2010,亚洲,孟加拉国,67.58
2010,亚洲,缅甸,1946.75
2010,亚洲,尼泊尔,15.94
2010,亚洲,日本,1105.63
2010,亚洲,塞浦路斯,1.36
2010,亚洲,沙特阿拉伯,760.56
2010,亚洲,斯里兰卡,72.74
2010,亚洲,塔吉克,191.63
2010,亚洲,台湾省,18.19
2010,亚洲,泰国,1080
2010,亚洲,土耳其,403.63
2010,亚洲,土库曼,658.48
2010,亚洲,文莱,45.66
2010,亚洲,乌兹别克,83
2010,亚洲,香港特别行政区 (中国),199055.57
2010,亚洲,新加坡,6069.1
2010,亚洲,叙利亚,16.61
2010,亚洲,也门共和国,184.66
2010,亚洲,伊拉克,483.45
2010,亚洲,伊朗,715.16
2010,亚洲,以色列,21.87
2010,亚洲,印度,479.8
2010,亚洲,印度尼西亚,1150.44
2010,亚洲,约旦,12.63
2010,亚洲,越南,986.6
2011,北美洲,百慕大群岛,751.84
2011,北美洲,加拿大,3727.56
2011,北美洲,美国,8993.03
2011,大洋洲,澳大利亚,11041.25
2011,大洋洲,巴布亚新几内亚,341.52
2011,大洋洲,斐济,61.07
2011,大洋洲,马绍尔群岛共和国,107.37
2011,大洋洲,密克罗尼西亚联邦,4.36
2011,大洋洲,帕劳共和国,9.59
2011,大洋洲,萨摩亚,229.79
2011,大洋洲,汤加,7.11
2011,大洋洲,瓦努阿图,19.92
2011,大洋洲,新西兰,185.46
2011,非洲,阿尔及利亚,1059.45
2011,非洲,埃及,403.17
2011,非洲,埃塞俄比亚,426.79
2011,非洲,安哥拉,400.59
2011,非洲,贝宁,40.03
2011,非洲,博茨瓦纳,200.38
2011,非洲,布隆迪,7.2
2011,非洲,赤道几内亚,98.68
2011,非洲,多哥,67.15
2011,非洲,厄立特里亚,14.31
2011,非洲,佛得角,4.58
2011,非洲,冈比亚,1.19
2011,非洲,刚果,142.4
2011,非洲,吉布提,18.13
2011,非洲,几内亚,168.43
2011,非洲,几内亚比绍,27
2011,非洲,加纳,270.15
2011,非洲,加蓬,127.1
2011,非洲,津巴布韦,576.44
2011,非洲,喀麦隆,61.54
2011,非洲,科摩罗,4.04
2011,非洲,科特迪瓦共和国,34.67
2011,非洲,肯尼亚,308.83
2011,非洲,莱索托,8.91
2011,非洲,利比里亚,114.74
2011,非洲,利比亚,67.78
2011,非洲,卢旺达,58.52
2011,非洲,马达加斯加,253.63
2011,非洲,马拉维,30.07
2011,非洲,马里,160.06
2011,非洲,毛里求斯,605.94
2011,非洲,毛里塔尼亚,74.71
2011,非洲,民主刚果,709.26
2011,非洲,摩洛哥,89.48
2011,非洲,莫桑比克,98.07
2011,非洲,纳米比亚,60.21
2011,非洲,南非,4059.73
2011,非洲,南苏丹,0.05
2011,非洲,尼日尔,429.57
2011,非洲,尼日利亚,1415.61
2011,非洲,塞拉利昂,52.23
2011,非洲,塞内加尔,45.2
2011,非洲,塞舌尔,23.8
2011,非洲,圣多美和普林西比,0.31
2011,非洲,苏丹,1525.64
2011,非洲,坦桑尼亚,407.07
2011,非洲,突尼斯,6.29
2011,非洲,乌干达,126.21
2011,非洲,赞比亚,1199.84
2011,非洲,乍得,108.12
2011,非洲,中非,51.02
2011,拉丁美洲,阿根廷,405.25
2011,拉丁美洲,安提瓜和巴布达,4.84
2011,拉丁美洲,巴巴多斯,3.13
2011,拉丁美洲,巴哈马,1.6
2011,拉丁美洲,巴拉圭,44.65
2011,拉丁美洲,巴拿马,330.78
2011,拉丁美洲,巴西,1071.79
2011,拉丁美洲,玻利维亚,66.32
2011,拉丁美洲,多米尼加共和国,0.12
2011,拉丁美洲,多米尼克,8.15
2011,拉丁美洲,厄瓜多尔,95.24
2011,拉丁美洲,哥伦比亚,59.8
2011,拉丁美洲,哥斯达黎加,2.09
2011,拉丁美洲,格林纳达,14.54
2011,拉丁美洲,古巴,146.37
2011,拉丁美洲,圭亚那,135.13
2011,拉丁美洲,开曼群岛,21692.32
2011,拉丁美洲,秘鲁,802.24
2011,拉丁美洲,墨西哥,263.88
2011,拉丁美洲,圣文森特和格林纳丁斯,36.2
2011,拉丁美洲,苏里南,78.84
2011,拉丁美洲,特立尼达和多巴哥,0.9
2011,拉丁美洲,委内瑞拉,501
2011,拉丁美洲,乌拉圭,8.15
2011,拉丁美洲,牙买加,39.07
2011,拉丁美洲,英属维尔京群岛,29261.41
2011,拉丁美洲,智利,97.94
2011,欧洲,阿尔巴尼亚,4.43
2011,欧洲,阿塞拜疆,30.06
2011,欧洲,爱尔兰,156.83
2011,欧洲,爱沙尼亚,7.5
2011,欧洲,奥地利,24.54
2011,欧洲,白俄罗斯,29.07
2011,欧洲,保加利亚,72.56
2011,欧洲,比利时,140.5
2011,欧洲,波兰,201.26
2011,欧洲,波斯尼亚—黑塞哥维那,6.01
2011,欧洲,丹麦,49.13
2011,欧洲,德国,2401.44
2011,欧洲,俄罗斯,3763.64
2011,欧洲,法国,3723.89
2011,欧洲,芬兰,31
2011,欧洲,格鲁吉亚,109.35
2011,欧洲,荷兰,664.68
2011,欧洲,黑山,0.32
2011,欧洲,捷克,66.83
2011,欧洲,克罗地亚,8.18
2011,欧洲,拉脱维亚,0.54
2011,欧洲,立陶宛,3.93
2011,欧洲,列支敦士登,3.91
2011,欧洲,卢森堡,7081.97
2011,欧洲,罗马尼亚,125.83
2011,欧洲,马耳他,3.37
2011,欧洲,马其顿,0.2
2011,欧洲,摩尔多瓦,0.78
2011,欧洲,挪威,166.59
2011,欧洲,葡萄牙,33.13
2011,欧洲,瑞典,1531.22
2011,欧洲,瑞士,91.94
2011,欧洲,塞尔维亚,5.05
2011,欧洲,斯洛伐克,25.78
2011,欧洲,斯洛文尼亚,5
2011,欧洲,乌克兰,29.29
2011,欧洲,西班牙,389.31
2011,欧洲,希腊,4.63
2011,欧洲,匈牙利,475.35
2011,欧洲,亚美尼亚,1.32
2011,欧洲,意大利,449.09
2011,欧洲,英国,2530.58
2011,亚洲,阿富汗,465.13
2011,亚洲,阿拉伯联合酋长国,1174.5
2011,亚洲,阿曼,29.38
2011,亚洲,澳门特别行政区 (中国),2675.89
2011,亚洲,巴基斯坦,2162.99
2011,亚洲,巴林,1.02
2011,亚洲,朝鲜,312.61
2011,亚洲,东帝汶,7.45
2011,亚洲,菲律宾,494.27
2011,亚洲,哈萨克斯坦,2858.45
2011,亚洲,韩国,1582.68
2011,亚洲,吉尔吉斯,525.05
2011,亚洲,柬埔寨,1757.44
2011,亚洲,卡塔尔,130.18
2011,亚洲,科威特,92.86
2011,亚洲,老挝,1276.2
2011,亚洲,黎巴嫩,2.01
2011,亚洲,马来西亚,797.62
2011,亚洲,蒙古,1886.62
2011,亚洲,孟加拉国,76.68
2011,亚洲,缅甸,2181.52
2011,亚洲,尼泊尔,24.8
2011,亚洲,日本,1366.22
2011,亚洲,塞浦路斯,90.9
2011,亚洲,沙特阿拉伯,883.14
2011,亚洲,斯里兰卡,162.58
2011,亚洲,塔吉克,216.74
2011,亚洲,台湾省,29.35
2011,亚洲,泰国,1307.26
2011,亚洲,土耳其,406.48
2011,亚洲,土库曼,276.48
2011,亚洲,文莱,66.13
2011,亚洲,乌兹别克,156.47
2011,亚洲,香港特别行政区 (中国),261518.52
2011,亚洲,新加坡,10602.69
2011,亚洲,叙利亚,14.83
2011,亚洲,也门共和国,191.45
2011,亚洲,伊拉克,605.91
2011,亚洲,伊朗,1351.56
2011,亚洲,以色列,23.88
2011,亚洲,印度,657.38
2011,亚洲,印度尼西亚,1687.91
2011,亚洲,约旦,12.81
2011,亚洲,越南,1290.66
2012,北美洲,百慕大群岛,3372.5
2012,北美洲,加拿大,5050.72
2012,北美洲,美国,17079.77
2012,大洋洲,澳大利亚,13873.05
2012,大洋洲,巴布亚新几内亚,365.48
2012,大洋洲,斐济,170.91
2012,大洋洲,库克群岛,0.12
2012,大洋洲,马绍尔群岛共和国,116.87
2012,大洋洲,密克罗尼西亚联邦,7.77
2012,大洋洲,帕劳共和国,9.59
2012,大洋洲,萨摩亚,266.01
2012,大洋洲,汤加,7.11
2012,大洋洲,瓦努阿图,23.31
2012,大洋洲,新西兰,273.85
2012,非洲,阿尔及利亚,1305.33
2012,非洲,埃及,459.19
2012,非洲,埃塞俄比亚,606.55
2012,非洲,安哥拉,1245.1
2012,非洲,贝宁,47.6
2012,非洲,博茨瓦纳,220.15
2012,非洲,布隆迪,8.7
2012,非洲,赤道几内亚,404.64
2012,非洲,多哥,98.38
2012,非洲,厄立特里亚,103.78
2012,非洲,佛得角,11.6
2012,非洲,冈比亚,1.19
2012,非洲,刚果,504.9
2012,非洲,吉布提,17.99
2012,非洲,几内亚,234.67
2012,非洲,几内亚比绍,27
2012,非洲,加纳,505.27
2012,非洲,加蓬,128.47
2012,非洲,津巴布韦,874.67
2012,非洲,喀麦隆,79.5
2012,非洲,科摩罗,4.54
2012,非洲,科特迪瓦共和国,40.04
2012,非洲,肯尼亚,402.73
2012,非洲,莱索托,9.13
2012,非洲,利比里亚,154.37
2012,非洲,利比亚,65.19
2012,非洲,卢旺达,63.54
2012,非洲,马达加斯加,274.55
2012,非洲,马拉维,49.3
2012,非洲,马里,211.43
2012,非洲,毛里求斯,700.8
2012,非洲,毛里塔尼亚,106.15
2012,非洲,民主刚果,970.49
2012,非洲,摩洛哥,95.22
2012,非洲,莫桑比克,336.91
2012,非洲,纳米比亚,94.53
2012,非洲,南非,4775.07
2012,非洲,南苏丹,10.9
2012,非洲,尼日尔,125.33
2012,非洲,尼日利亚,1949.87
2012,非洲,塞拉利昂,57.71
2012,非洲,塞内加尔,102.22
2012,非洲,塞舌尔,77.19
2012,非洲,圣多美和普林西比,0.38
2012,非洲,苏丹,1236.6
2012,非洲,坦桑尼亚,540.8
2012,非洲,突尼斯,5.69
2012,非洲,乌干达,141.1
2012,非洲,赞比亚,1998.11
2012,非洲,乍得,194.12
2012,非洲,中非,51.02
2012,拉丁美洲,阿根廷,897.19
2012,拉丁美洲,安提瓜和巴布达,5.44
2012,拉丁美洲,巴巴多斯,3.95
2012,拉丁美洲,巴哈马,0.6
2012,拉丁美洲,巴拉圭,46.06
2012,拉丁美洲,巴拿马,196.62
2012,拉丁美洲,巴西,1449.51
2012,拉丁美洲,玻利维亚,156.19
2012,拉丁美洲,多米尼加共和国,1.12
2012,拉丁美洲,多米尼克,8.15
2012,拉丁美洲,厄瓜多尔,407.63
2012,拉丁美洲,哥伦比亚,346.15
2012,拉丁美洲,哥斯达黎加,2.09
2012,拉丁美洲,格林纳达,14.54
2012,拉丁美洲,古巴,135.69
2012,拉丁美洲,圭亚那,151.88
2012,拉丁美洲,开曼群岛,30072
2012,拉丁美洲,秘鲁,752.87
2012,拉丁美洲,墨西哥,368.48
2012,拉丁美洲,圣文森特和格林纳丁斯,36.2
2012,拉丁美洲,苏里南,45.61
2012,拉丁美洲,特立尼达和多巴哥,1.09
2012,拉丁美洲,委内瑞拉,2042.76
2012,拉丁美洲,乌拉圭,17.65
2012,拉丁美洲,牙买加,74.93
2012,拉丁美洲,英属维尔京群岛,30850.95
2012,拉丁美洲,智利,126.28
2012,欧洲,阿尔巴尼亚,4.43
2012,欧洲,阿塞拜疆,31.68
2012,欧洲,爱尔兰,193.77
2012,欧洲,爱沙尼亚,3.5
2012,欧洲,奥地利,79.46
2012,欧洲,白俄罗斯,77.47
2012,欧洲,保加利亚,126.74
2012,欧洲,比利时,230.69
2012,欧洲,波兰,208.11
2012,欧洲,波斯尼亚—黑塞哥维那,6.07
2012,欧洲,丹麦,53.24
2012,欧洲,德国,3104.35
2012,欧洲,俄罗斯,4888.49
2012,欧洲,法国,3950.77
2012,欧洲,芬兰,34.03
2012,欧洲,格鲁吉亚,178.08
2012,欧洲,荷兰,1107.92
2012,欧洲,黑山,0.32
2012,欧洲,捷克,202.45
2012,欧洲,克罗地亚,8.63
